Session,Strategy_Name,Starting_Bankroll,Max_Rounds,Cost_Per_Round,Rounds_Survived,Final_Bankroll,Bet_Sheet
965,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
966,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
967,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
968,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
969,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
970,ConserveBet2,12.0,10,6.0,9,0.0,CRAB:3.0|FISH:3.0
971,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
972,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
973,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
974,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
975,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
976,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
977,ConserveBet2,12.0,10,6.0,10,0.0,CRAB:3.0|FISH:3.0
978,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
979,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
980,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
981,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
982,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
983,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
984,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
985,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
986,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
987,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
988,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
989,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
990,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
991,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
992,ConserveBet2,12.0,10,6.0,7,3.0,CRAB:3.0|FISH:3.0
993,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
994,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
995,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
996,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
997,ConserveBet2,12.0,10,6.0,7,3.0,CRAB:3.0|FISH:3.0
998,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
999,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
1000,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
